index,question,sentence
2663,Who was the opposing party in the Runyon case?,"The Supreme Court precedent appears to favor educational choice, so long as states may set standards for educational accomplishment."
2298,What famous 5.9-mile athletic event takes place annually in Newcastle in June?,"Blaydon Race (a road race from Newcastle to Blaydon), which has taken place on 9 June annually since 1981, to commemorate the celebrated Blaydon Races horse racing."
4112,What day was the Super Bowl played on?,"As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50."
2605,Political advantage is an attribute of which state policies?,"Imperialism and colonialism both dictate the political and economic advantage over a land and the indigenous populations they control, yet scholars sometimes find it difficult to illustrate the difference between the two."
1251,What was persistent unemployment have a negative effect on?,"High and persistent unemployment, in which inequality increases, has a negative effect on subsequent long-run economic growth."
4706,What radio station is located at 103.5FM on the dial in Denver?,"In accordance with contractual rules, the rest of the stations in the Broncos and Panthers radio networks will either carry the Westwood One feed or not carry the game at all."
4201,Which rail line operates in Melbourne?,"Major operators include: Metro Trains Melbourne which runs an extensive, electrified, passenger system throughout Melbourne and suburbs; V/Line which is now owned by the Victorian Government, operates a concentrated service to major regional centres, as well as long distance services on other lines; Pacific National, CFCL Australia which operate freight services; Great Southern Rail which operates The Overland Melbourne—Adelaide; and NSW TrainLink which operates XPTs Melbourne—Sydney."
4088,"Who recorded ""Walking in Fresno?""",Aken also made his first TV appearance playing guitar on the old country-western show at The Fresno Barn.
4945,When was King George's war?,"In British America, wars were often named after the sitting British monarch, such as King William's War or Queen Anne's War."
1237,The Tower District is centered around which historic theatre?,"The popular neighborhood known as the Tower District is centered around the historic Tower Theatre, which is included on the National List of Historic Places."
2654,The time required to output an answer on a deterministic Turing machine is expressed as what?,"For a precise definition of what it means to solve a problem using a given amount of time and space, a computational model such as the deterministic Turing machine is used."
3295,Where will the 2009 International Arts Fair be held?,"In October, there is the Design Event festival—an annual festival providing the public with an opportunity to see work by regional, national and international designers."
4588,What planet was named for a fly-by mission by an empty S-IVB?,The most ambitious plan called for using an empty S-IVB as an interplanetary spacecraft for a Venus fly-by mission.
1612,Of what form do Mersenne primes take?,"The French monk Marin Mersenne looked at primes of the form 2p − 1, with p a prime."
191,What was President Kennedy put off by regarding the space program?,"Despite Kennedy's rhetoric, he did not immediately come to a decision on the status of the Apollo program once he became president."
4452,How fast do objects fall on Earth?,"Before Newton, the tendency for objects to fall towards the Earth was not understood to be related to the motions of celestial objects."
